obs_id,site_id,site_match_confidence,meta_source,study_citation,location_name,lat,lon,country_continent,koppen_geiger,whittaker_biome,climate_class_paperdefined,forest_change_metric,forest_change_submetric,forest_change_value_type,forest_change_value_point,forest_change_value_min,forest_change_value_max,forest_change_value_sd,forest_change_unit,hydro_response_metric,hydro_response_value_type,hydro_response_value_point,hydro_response_value_min,hydro_response_value_max,hydro_response_value_sd,hydro_response_unit,method_analysis,method_forest_change_measurement,method_hydro_response_measurement,watershed_area_km2,precip_mm_yr,spatial_scale,notes_flags,figure_table_source
yang2023_085,site_jackwood,exact,"Yang et al., 2023","Cornish and Vertessy, 2001",Jackwood,-32.6,152.0,Oceania,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-79.0,,,,%,ET,point,-18.3,,,,%,PWE,% cover change (source study),catchment water balance,0.13,1485,,"possible cross-review match to Zhang et al. 2017 watershed(s) #182 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_086,site_jialu,exact,"Yang et al., 2023","Zhang et al., 2008",Jialu,38.0,110.1,Asia,BSk,Temperate grassland/desert,,forest_cover_change,,point,23.0,,,,%,ET,point,5.7,,,,%,EA,% cover change (source study),catchment water balance,1279.0,407,,"possible cross-review match to Zhang et al. 2017 watershed(s) #17 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_087,,,"Yang et al., 2023","Van der Zeland Kruger, 1975",Jonhershoek,-34.0,19.0,Africa,Csb,Woodland/shrubland,,forest_cover_change,,point,57.0,,,,%,ET,point,33.8,,,,%,PWE,% cover change (source study),catchment water balance,2.0,1390,,,Table S5
yang2023_088,site_juruá_river,exact,"Yang et al., 2023","Lima et al., 2014",Juruá River,-12.0,-68.0,South America,Af,Tropical rain forest,,forest_cover_change,,point,-4.0,,,,%,ET,point,-1.0,,,,%,HM,% cover change (source study),catchment water balance,169314.0,2300,,"possible cross-review match to Zhang et al. 2017 watershed(s) #18 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_089,,,"Yang et al., 2023","Nakano, 1971",Kamikawa-Kitatani,43.8,142.8,Asia,Dfb,Temperate seasonal forest,,forest_cover_change,,point,-90.0,,,,%,ET,point,-26.0,,,,%,PWE,% cover change (source study),catchment water balance,6.45,1438,,,Table S5
yang2023_090,site_kejie_watershed,exact,"Yang et al., 2023","Ma et al., 2010",Kejie watershed,25.1,99.2,Asia,Cwb,Temperate seasonal forest,,forest_cover_change,,point,33.8,,,,%,ET,point,7.3,,,,%,HM,% cover change (source study),catchment water balance,1755.0,966,,"possible cross-review match to Zhang et al. 2017 watershed(s) #19 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_091,site_kericho_sambret,exact,"Yang et al., 2023","Pereira, 1962",Kericho Sambret,-0.4,35.4,Africa,Cwb,Tropical seasonal forest/savanna,,forest_cover_change,,point,-34.0,,,,%,ET,point,-6.9,,,,%,PWE,% cover change (source study),catchment water balance,7.02,1905,,"possible cross-review match to Zhang et al. 2017 watershed(s) #187 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_092,,,"Yang et al., 2023","Nakano, 1971",Kitatani,35.5,140.3,Asia,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-24.9,,,,%,PWE,% cover change (source study),catchment water balance,0.17,1113,,,Table S5
yang2023_093,site_kuye,exact,"Yang et al., 2023","Zhang et al., 2008",Kuye,39.0,110.4,Asia,BSk,Temperate grassland/desert,,forest_cover_change,,point,20.0,,,,%,ET,point,5.2,,,,%,EA,% cover change (source study),catchment water balance,9289.0,400,,"possible cross-review match to Zhang et al. 2017 watershed(s) #21 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_094,site_la_baells_in_llobregat,exact,"Yang et al., 2023","Gallart et al.,2011",La Baells in Llobregat,42.0,1.7,Europe,Csb,Woodland/shrubland,,forest_cover_change,,point,14.0,,,,%,ET,point,12.8,,,,%,HM,% cover change (source study),catchment water balance,504.0,905,,"possible cross-review match to Zhang et al. 2017 watershed(s) #192 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_095,site_latrobe_river,probable,"Yang et al., 2023","Zhou et al., 2015",Latrobe River,-37.7,146.2,Oceania,Cfb,Temperate seasonal forest,,forest_cover_change,,point,-18.5,,,,%,ET,point,-9.1,,,,%,PWE,% cover change (source study),catchment water balance,293.0,1394,,"possible cross-review match to Zhang et al. 2017 watershed(s) #195 by name - confidence=probable, not manually verified as same sub-watershed",Table S5
yang2023_096,,,"Yang et al., 2023","Lynch et al., 1980","Leading Ridge, #2",40.7,-78.0,North America,Dfa,Temperate seasonal forest,,forest_cover_change,,point,-20.0,,,,%,ET,point,-10.0,,,,%,PWE,% cover change (source study),catchment water balance,0.43,1000,,,Table S5
yang2023_097,site_left_fork,exact,"Yang et al., 2023","Bruijnzeel,1990",Left Fork,15.0,121.4,Asia,Af,Tropical rain forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-6.3,,,,%,PWE,% cover change (source study),catchment water balance,0.01,3170,,"possible cross-review match to Zhang et al. 2017 watershed(s) #197 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_098,site_lianshui,exact,"Yang et al., 2023","Li et al., 2014",Lianshui,26.5,115.6,Asia,Cfa,Temperate seasonal forest,,forest_cover_change,,point,23.0,,,,%,ET,point,14.4,,,,%,HM,% cover change (source study),catchment water balance,579.0,1600,,"possible cross-review match to Zhang et al. 2017 watershed(s) #198 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_099,site_luano,exact,"Yang et al., 2023","Bruijnzeel,1990",Luano,-14.8,29.6,Africa,Cwa,Tropical seasonal forest/savanna,,forest_cover_change,,point,-100.0,,,,%,ET,point,-18.5,,,,%,PWE,% cover change (source study),catchment water balance,1.2,1400,,"possible cross-review match to Zhang et al. 2017 watershed(s) #200 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_100,site_lynx_ck,exact,"Yang et al., 2023","Mahat et al., 2016",Lynx Ck,49.8,-113.2,North America,Dfb,Boreal forest,,forest_cover_change,,point,-67.0,,,,%,ET,point,-38.2,,,,%,"QPW, EA",% cover change (source study),catchment water balance,8.21,1092,,"possible cross-review match to Zhang et al. 2017 watershed(s) #202 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_101,site_mabegondo,exact,"Yang et al., 2023","Rodriguez Suarez et al., 2014",Mabegondo,8.3,-43.2,Europe (flagged — see note),Cfb (flagged — see note),Temperate seasonal forest (flagged — see note),,forest_cover_change,,point,80.0,,,,%,ET,point,35.0,,,,%,HM,% cover change (source study),catchment water balance,0.1,1544,,"source coords look transposed (mid-Atlantic); Mabegondo is actually ~43.25N -8.22W Galicia, Spain - classified as Spain but verify against source paper; possible cross-review match to Zhang et al. 2017 watershed(s) #206 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_102,site_madeira_river,probable,"Yang et al., 2023","Lima et al., 2014",Madeira River,-14.0,-66.0,South America,Af,Tropical rain forest,,forest_cover_change,,point,-15.0,,,,%,ET,point,-5.0,,,,%,HM,% cover change (source study),catchment water balance,1393599.0,2000,,"possible cross-review match to Zhang et al. 2017 watershed(s) #29 by name - confidence=probable, not manually verified as same sub-watershed",Table S5
yang2023_103,site_madeira_river,probable,"Yang et al., 2023","Lima et al., 2014",Madeira River,-14.0,-66.0,South America,Af,Tropical rain forest,,forest_cover_change,,point,-15.0,,,,%,ET,point,-8.0,,,,%,HM,% cover change (source study),catchment water balance,1393599.0,2000,,"possible cross-review match to Zhang et al. 2017 watershed(s) #29 by name - confidence=probable, not manually verified as same sub-watershed",Table S5
yang2023_104,,,"Yang et al., 2023","Pearce et al., 1977","Maimai, M7",-42.1,171.7,Oceania,Cfb,Temperate rain forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-59.1,,,,%,PWE,% cover change (source study),catchment water balance,0.04,2600,,,Table S5
yang2023_105,,,"Yang et al., 2023","Pearce et al., 1980","Maimai, M9",-42.1,171.7,Oceania,Cfb,Temperate rain forest,,forest_cover_change,,point,-75.0,,,,%,ET,point,-49.1,,,,%,PWE,% cover change (source study),catchment water balance,0.08,2600,,,Table S5
yang2023_106,,,"Yang et al., 2023","Hornbeck et at., 1993","Marcell, #4",48.0,-90.6,North America,Dfb,Boreal forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-17.5,,,,%,PWE,% cover change (source study),catchment water balance,0.34,760,,,Table S5
yang2023_107,site_meijiang-d,exact,"Yang et al., 2023","Liu et al., 2015",Meijiang-D,26.5,116.0,Asia,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-11.0,,,,%,ET,point,-2.5,,,,%,"EA, SH",% cover change (source study),catchment water balance,6983.0,1739,,"possible cross-review match to Zhang et al. 2017 watershed(s) #30 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_108,site_meijiang-r,exact,"Yang et al., 2023","Liu et al., 2015",Meijiang-R,26.5,116.0,Asia,Cfa,Temperate seasonal forest,,forest_cover_change,,point,46.0,,,,%,ET,point,1.2,,,,%,"EA, SH",% cover change (source study),catchment water balance,6983.0,1739,,"possible cross-review match to Zhang et al. 2017 watershed(s) #31 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_109,site_mores_creek,exact,"Yang et al., 2023","VanShaar et al., 2002",Mores Creek,43.6,-116.0,North America,BSk,Temperate grassland/desert,,forest_cover_change,,point,-12.0,,,,%,ET,point,-3.6,,,,%,HM,% cover change (source study),catchment water balance,1033.0,850,,"possible cross-review match to Zhang et al. 2017 watershed(s) #33 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_110,site_mulchén,exact,"Yang et al., 2023","Iroumé and Palacios, 2013",Mulchén,-38.0,-72.0,South America,Csb,Temperate rain forest,,forest_cover_change,,point,50.0,,,,%,ET,point,48.0,,,,%,SH,% cover change (source study),catchment water balance,434.0,1597,,"possible cross-review match to Zhang et al. 2017 watershed(s) #218 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_111,,,"Yang et al., 2023","Hibbert et al., 1975","Natural Drainages, WS c",33.8,-111.2,North America,BSk,Woodland/shrubland,,forest_cover_change,,point,-100.0,,,,%,ET,point,-3.2,,,,%,PWE,% cover change (source study),catchment water balance,0.05,450,,,Table S5
yang2023_112,site_nilgiri,exact,"Yang et al., 2023","Samaraj et al., 1988",Nilgiri,11.5,76.6,Asia,Cwb,Tropical seasonal forest/savanna,,forest_cover_change,,point,59.0,,,,%,ET,point,8.8,,,,%,PWE,% cover change (source study),catchment water balance,0.32,1535,,"possible cross-review match to Zhang et al. 2017 watershed(s) #228 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_113,,,"Yang et al., 2023","Bent, 2001",North Creek,-17.4,145.9,Oceania,Am,Tropical rain forest,,forest_cover_change,,point,-67.0,,,,%,ET,point,-28.8,,,,%,PWE,% cover change (source study),catchment water balance,0.18,4239,,,Table S5
yang2023_114,,,"Yang et al., 2023","Hibbert,1979",North Fork,39.4,-106.4,North America,Dfb,Boreal forest,,forest_cover_change,,point,-32.0,,,,%,ET,point,-7.0,,,,%,PWE,% cover change (source study),catchment water balance,1.0,810,,,Table S5
yang2023_115,site_oleolega_catchment,exact,"Yang et al., 2023","Waterloo et al., 2007",Oleolega catchment,-17.8,177.4,Oceania,Af,Tropical rain forest,,forest_cover_change,,point,-90.0,,,,%,ET,point,-22.0,,,,%,HM,% cover change (source study),catchment water balance,0.63,1613,,"possible cross-review match to Zhang et al. 2017 watershed(s) #230 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_116,site_olius_in_cardener,exact,"Yang et al., 2023","Gallart et al.,2011",Olius in Cardener,41.7,1.4,Europe,Csb,Woodland/shrubland,,forest_cover_change,,point,22.0,,,,%,ET,point,17.9,,,,%,HM,% cover change (source study),catchment water balance,256.0,839,,"possible cross-review match to Zhang et al. 2017 watershed(s) #231 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_117,site_pine_tree_branch,exact,"Yang et al., 2023","Bosch and Hewlett, 1982",Pine Tree Branch,35.6,-88.8,North America,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-75.0,,,,%,ET,point,-15.6,,,,%,PWE,% cover change (source study),catchment water balance,0.36,1230,,"possible cross-review match to Zhang et al. 2017 watershed(s) #242 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_118,,,"Yang et al., 2023","Lewis, 1968",Placer County,39.1,-120.7,North America,Csb,Temperate rain forest,,forest_cover_change,,point,-99.0,,,,%,ET,point,-31.1,,,,%,PWE,% cover change (source study),catchment water balance,0.05,640,,,Table S5
yang2023_119,site_purus_river,exact,"Yang et al., 2023","Lima et al., 2014",Purus River,-12.0,-72.0,South America,Af,Tropical rain forest,,forest_cover_change,,point,-6.0,,,,%,ET,point,-2.0,,,,%,HM,% cover change (source study),catchment water balance,371944.0,2300,,"possible cross-review match to Zhang et al. 2017 watershed(s) #39 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_120,site_ribera_salada,exact,"Yang et al., 2023","Buendia et al., 2016b",Ribera Salada,42.0,1.4,Europe,Csb,Woodland/shrubland,,forest_cover_change,,point,18.5,,,,%,ET,point,3.7,,,,%,HM,% cover change (source study),catchment water balance,65.0,602,,"possible cross-review match to Zhang et al. 2017 watershed(s) #249 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_121,site_rimbaud,exact,"Yang et al., 2023","Lavabre et al., 1993",Rimbaud,43.2,6.3,Europe,Csa,Woodland/shrubland,,forest_cover_change,,point,-85.0,,,,%,ET,point,-27.5,,,,%,PWE,% cover change (source study),catchment water balance,1.4,1164,,"possible cross-review match to Zhang et al. 2017 watershed(s) #250 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_122,site_roda_de_ter,exact,"Yang et al., 2023","Gallart et al., 2011",Roda de Ter,41.5,2.7,Europe,Csb,Woodland/shrubland,,forest_cover_change,,point,5.0,,,,%,ET,point,7.3,,,,%,HM,% cover change (source study),catchment water balance,1386.0,938,,"possible cross-review match to Zhang et al. 2017 watershed(s) #40 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_123,site_s_tekama,exact,"Yang et al., 2023","Bruijnzeel,1990",S. TekamA,4.0,102.3,Asia,Af,Tropical rain forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-6.2,,,,%,PWE,% cover change (source study),catchment water balance,0.38,1880,,"possible cross-review match to Zhang et al. 2017 watershed(s) #252 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_124,site_s_tekamb,exact,"Yang et al., 2023","Bruijnzeel,1990",S. TekamB,4.0,102.3,Asia,Af,Tropical rain forest,,forest_cover_change,,point,-60.0,,,,%,ET,point,-8.5,,,,%,PWE,% cover change (source study),catchment water balance,0.59,1880,,"possible cross-review match to Zhang et al. 2017 watershed(s) #253 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_125,,,"Yang et al., 2023","Rowe, 1963",San Dimas,34.2,-117.8,North America,Csa,Woodland/shrubland,,forest_cover_change,,point,-1.7,,,,%,ET,point,-1.0,,,,%,PWE,% cover change (source study),catchment water balance,3.54,650,,,Table S5
yang2023_126,site_sanchuan,exact,"Yang et al., 2023","Zhang et al., 2008",Sanchuan,37.4,111.4,Asia,BSk,Temperate grassland/desert,,forest_cover_change,,point,33.0,,,,%,ET,point,3.8,,,,%,EA,% cover change (source study),catchment water balance,4123.0,463,,"possible cross-review match to Zhang et al. 2017 watershed(s) #41 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_127,site_shiwang,exact,"Yang et al., 2023","Zhang et al., 2008",Shiwang,35.8,110.0,Asia,BSk,Temperate grassland/desert,,forest_cover_change,,point,42.0,,,,%,ET,point,1.3,,,,%,EA,% cover change (source study),catchment water balance,2327.0,537,,"possible cross-review match to Zhang et al. 2017 watershed(s) #42 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_128,site_south_york,exact,"Yang et al., 2023","Mahat et al., 2016",South York,49.8,-113.2,North America,Dfb,Boreal forest,,forest_cover_change,,point,-53.0,,,,%,ET,point,-30.2,,,,%,"QPW, EA",% cover change (source study),catchment water balance,3.59,1220,,"possible cross-review match to Zhang et al. 2017 watershed(s) #262 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_129,site_st_louis_creek_co-2,exact,"Yang et al., 2023","Alexander et al., 1985","St. Louis Creek, CO-2",39.9,-105.9,North America,Dfc,Boreal forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-20.5,,,,%,PWE,% cover change (source study),catchment water balance,2.89,712,,"possible cross-review match to Zhang et al. 2017 watershed(s) #265 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_130,site_starvation_creek,exact,"Yang et al., 2023","Zhou et al., 2015",Starvation Creek,-37.6,146.1,Oceania,Cfb,Temperate seasonal forest,,forest_cover_change,,point,-84.1,,,,%,ET,point,-15.8,,,,%,PWE,% cover change (source study),catchment water balance,31.5,1604,,"possible cross-review match to Zhang et al. 2017 watershed(s) #267 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_131,site_swartbos,exact,"Yang et al., 2023","Scott, 1993",Swartbos,-34.0,18.9,Africa,Csb,Woodland/shrubland,,forest_cover_change,,point,-100.0,,,,%,ET,point,-6.5,,,,%,PWE,% cover change (source study),catchment water balance,1.8,2270,,"possible cross-review match to Zhang et al. 2017 watershed(s) #269 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_132,,,"Yang et al., 2023","Beck et al., 2013",Tanama,18.3,-66.8,North America,Af,Tropical rain forest,,forest_cover_change,,point,42.7,,,,%,ET,point,3.9,,,,%,HM,% cover change (source study),catchment water balance,47.1,2102,,,Table S5
yang2023_133,,,"Yang et al., 2023","Nakano, 1971",Tatsunokuchiyama-Minamitani,38.5,141.2,Asia,Dfa,Temperate seasonal forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-24.3,,,,%,PWE,% cover change (source study),catchment water balance,0.23,1153,,,Table S5
yang2023_134,,,"Yang et al., 2023","Ganatsios and Tsioras, 2010","Taxiarhis University Forest, W2",40.3,23.5,Europe,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-50.0,,,,%,ET,point,-1.5,,,,%,PWE,% cover change (source study),catchment water balance,19.5,1966,,,Table S5
yang2023_135,,,"Yang et al., 2023","Ganatsios and Tsioras, 2010","Taxiarhis University Forest, W3b",40.3,23.5,Europe,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-4.9,,,,%,PWE,% cover change (source study),catchment water balance,8.25,1966,,,Table S5
yang2023_136,,,"Yang et al., 2023","Ganatsios and Tsioras, 2010","Taxiarhis University Forest, W4a",40.3,23.5,Europe,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-4.9,,,,%,PWE,% cover change (source study),catchment water balance,7.7,1966,,,Table S5
yang2023_137,,,"Yang et al., 2023","Ganatsios and Tsioras, 2010","Taxiarhis University Forest, W4b",40.3,23.5,Europe,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-50.0,,,,%,ET,point,-1.5,,,,%,PWE,% cover change (source study),catchment water balance,8.64,1966,,,Table S5
yang2023_138,,,"Yang et al., 2023","Gottfried, 1991",Thomas Creek,33.5,-112.2,North America,BSk,Woodland/shrubland,,forest_cover_change,,point,-34.0,,,,%,ET,point,-26.1,,,,%,PWE,% cover change (source study),catchment water balance,2.27,768,,,Table S5
yang2023_139,site_thomson,exact,"Yang et al., 2023","Borg et at., 1988",Thomson,-37.8,146.3,Oceania,Cfb,Temperate seasonal forest,,forest_cover_change,,point,70.0,,,,%,ET,point,10.4,,,,%,SH,% cover change (source study),catchment water balance,1.96,950,,"possible cross-review match to Zhang et al. 2017 watershed(s) #274 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_140,,,"Yang et al., 2023","Hibbert, 1971, 1979; Hibbert et al., 1975","Three Bar, WS b",33.8,-111.2,North America,BSk,Woodland/shrubland,,forest_cover_change,,point,-100.0,,,,%,ET,point,-5.3,,,,%,PWE,% cover change (source study),catchment water balance,0.19,580,,,Table S5
yang2023_141,,,"Yang et al., 2023","Hibbert, 1971, 1979; Hibbert et al., 1975","Three Bar, WS c",33.8,-111.2,North America,BSk,Woodland/shrubland,,forest_cover_change,,point,-100.0,,,,%,ET,point,-22.7,,,,%,PWE,% cover change (source study),catchment water balance,0.39,640,,,Table S5
yang2023_142,,,"Yang et al., 2023","Hibbert, 1971, 1979; Hibbert et al., 1975","Three Bar, WS f",33.8,-111.2,North America,BSk,Woodland/shrubland,,forest_cover_change,,point,-100.0,,,,%,ET,point,-12.6,,,,%,PWE,% cover change (source study),catchment water balance,0.28,680,,,Table S5
yang2023_143,site_tocantins_river,exact,"Yang et al., 2023","Costa et al., 2003",Tocantins River,-13.0,-48.0,South America,Aw,Tropical seasonal forest/savanna,,forest_cover_change,,point,-58.0,,,,%,ET,point,-3.4,,,,%,SH,% cover change (source study),catchment water balance,189048.0,2000,,"possible cross-review match to Zhang et al. 2017 watershed(s) #49 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_144,site_treated_a,exact,"Yang et al., 2023","Webb, 2009",Treated A,-33.5,149.0,Oceania,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-43.2,,,,%,ET,point,-7.3,,,,%,PWE,% cover change (source study),catchment water balance,0.55,952,,"possible cross-review match to Zhang et al. 2017 watershed(s) #279 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_145,site_treated_b,probable,"Yang et al., 2023","Webb, 2009",Treated B,-33.5,149.0,Oceania,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-40.3,,,,%,ET,point,-15.4,,,,%,PWE,% cover change (source study),catchment water balance,0.55,880,,"possible cross-review match to Zhang et al. 2017 watershed(s) #280 by name - confidence=probable, not manually verified as same sub-watershed",Table S5
yang2023_146,site_upper_tacuarembo,exact,"Yang et al., 2023","Silveira and Alonso, 2009",Upper Tacuarembo,-31.5,-55.7,South America,Cfa,Temperate grassland/desert,,forest_cover_change,,point,26.0,,,,%,ET,point,8.9,,,,%,SH,% cover change (source study),catchment water balance,2097.0,1300,,"possible cross-review match to Zhang et al. 2017 watershed(s) #50 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_147,site_valenciano,exact,"Yang et al., 2023","Beck et al., 2013",Valenciano,18.2,-65.9,North America,Af,Tropical rain forest,,forest_cover_change,,point,16.5,,,,%,ET,point,20.1,,,,%,HM,% cover change (source study),catchment water balance,41.5,2039,,"possible cross-review match to Zhang et al. 2017 watershed(s) #283 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_148,site_vez_river,exact,"Yang et al., 2023","Carvalho-Santos et al., 2016",Vez River,41.9,-8.4,Europe,Csb,Temperate seasonal forest,,forest_cover_change,,point,55.5,,,,%,ET,point,11.9,,,,%,HM,% cover change (source study),catchment water balance,252.0,1500,,"possible cross-review match to Zhang et al. 2017 watershed(s) #285 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_149,site_wagon_wheel_gap_co-1,exact,"Yang et al., 2023","Van Haveren, 1988","Wagon Wheel Gap, CO-1",37.8,-106.8,North America,Dfb,Boreal forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-6.5,,,,%,PWE,% cover change (source study),catchment water balance,0.81,544,,"possible cross-review match to Zhang et al. 2017 watershed(s) #291 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_150,site_wagon_wheel_gap_co-2,exact,"Yang et al., 2023","Bates and Henry, 1928","Wagon Wheel Gap, CO-2",37.8,-106.8,North America,Dfb,Boreal forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-12.4,,,,%,PWE,% cover change (source study),catchment water balance,0.81,536,,"possible cross-review match to Zhang et al. 2017 watershed(s) #292 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_151,site_weicheng_river_catchment,exact,"Yang et al., 2023","Zhang et al.,2015",Weicheng River catchment,31.7,105.5,Asia,Cfa,Temperate seasonal forest,,forest_cover_change,,point,10.0,,,,%,ET,point,2.1,,,,%,HM,% cover change (source study),catchment water balance,249.0,910,,"possible cross-review match to Zhang et al. 2017 watershed(s) #293 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_152,site_weifen,exact,"Yang et al., 2023","Zhang et al., 2008",Weifen,38.1,111.3,Asia,BSk,Temperate grassland/desert,,forest_cover_change,,point,27.0,,,,%,ET,point,1.8,,,,%,EA,% cover change (source study),catchment water balance,1548.0,492,,"possible cross-review match to Zhang et al. 2017 watershed(s) #54 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_153,,,"Yang et al., 2023","Zhao et al., 2013",Weihe River,35.0,106.0,Asia,BSk,Temperate grassland/desert,,forest_cover_change,,point,16.9,,,,%,ET,point,2.8,,,,%,EA,% cover change (source study),catchment water balance,106500.0,591,,,Table S5
yang2023_154,,,"Yang et al., 2023","Hibbert, 1980","White Spar, WS b",34.5,-112.5,North America,BSk,Woodland/shrubland,,forest_cover_change,,point,-15.0,,,,%,ET,point,-2.5,,,,%,PWE,% cover change (source study),catchment water balance,1.0,550,,,Table S5
yang2023_155,site_wicksend,exact,"Yang et al., 2023","Lane and Mackay, 2001",Wicksend,-36.8,149.5,Oceania,Cfb,Temperate seasonal forest,,forest_cover_change,,point,-22.0,,,,%,ET,point,-13.8,,,,%,PWE,% cover change (source study),catchment water balance,0.68,1200,,"possible cross-review match to Zhang et al. 2017 watershed(s) #297 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_156,site_wights,exact,"Yang et al., 2023","Ruprecht and Schofield, 1989",Wights,-27.4,152.8,Oceania,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-100.0,,,,%,ET,point,-21.5,,,,%,PWE,% cover change (source study),catchment water balance,0.94,1200,,"possible cross-review match to Zhang et al. 2017 watershed(s) #298 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_157,site_willbob,exact,"Yang et al., 2023","Lane and Mackay, 2001",Willbob,-36.8,149.5,Oceania,Cfb,Temperate seasonal forest,,forest_cover_change,,point,-12.0,,,,%,ET,point,-21.4,,,,%,PWE,% cover change (source study),catchment water balance,0.86,1200,,"possible cross-review match to Zhang et al. 2017 watershed(s) #300 by name - confidence=exact, not manually verified as same sub-watershed",Table S5
yang2023_158,,,"Yang et al., 2023","Gottfried, 1983",Willow Creek,34.5,-111.0,North America,BSk,Woodland/shrubland,,forest_cover_change,,point,-62.0,,,,%,ET,point,-40.5,,,,%,PWE,% cover change (source study),catchment water balance,0.6,749,,,Table S5
yang2023_159,,,"Yang et al., 2023","Hibbert and Gottfried, 1987","Workman Creek, AZ-1",33.8,-110.9,North America,BSk,Woodland/shrubland,,forest_cover_change,,point,-32.0,,,,%,ET,point,-4.3,,,,%,PWE,% cover change (source study),catchment water balance,1.0,833,,,Table S5
yang2023_160,,,"Yang et al., 2023","Hibbert and Gottfried, 1987","Workman Creek, AZ-2",33.8,-110.9,North America,BSk,Woodland/shrubland,,forest_cover_change,,point,-73.0,,,,%,ET,point,-9.0,,,,%,PWE,% cover change (source study),catchment water balance,1.0,833,,,Table S5
yang2023_161,,,"Yang et al., 2023","Hibbert and Gottfried, 1987","Workman Creek, AZ-3",33.8,-110.9,North America,BSk,Woodland/shrubland,,forest_cover_change,,point,-40.0,,,,%,ET,point,-6.0,,,,%,PWE,% cover change (source study),catchment water balance,1.0,833,,,Table S5
